Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2015,12100,"Rory Group, LLC. ",212 W. Washington St.,Suite 1904,Chicago,IL,60606,United States,312-726-1400,312-726-1405,01/20/2015,Y
2012,4140,"Ross & Baruzzini, Inc",6 S. Old Orchard,,St. louis,MO,63119,United States,314-918-8383,314-918-1766        ,,Y
2012,4894,"Ross & Baruzzini, Inc",6 S. Old Orchard,,St. louis,MO,63119,United States,314-918-8383,314-918-1766  ,,Y
2011,4140,"Ross & Baruzzini, Inc",6 S. Old Orchard,,St. louis,MO,63119,United States,314-918-8383,314-918-1766        ,,Y
2011,4894,"Ross & Baruzzini, Inc",6 S. Old Orchard,,St. louis,MO,63119,United States,314-918-8383,314-918-1766  ,,Y
2015,10601,"RREEF AMERICA, LLC ","101 CALIFORNIA STREET, 26TH FLOOR",,SAN FRANCISCO,CA,94111,United States,212-454-0107,,02/20/2014,Y
2014,10601,"RREEF AMERICA, LLC ","101 CALIFORNIA STREET, 26TH FLOOR",,SAN FRANCISCO,CA,94111,United States,212-454-0107,,02/20/2014,Y
2011,4932,"RSM McGladrey, Inc.","One S. Wacker Drive, Suite 800",,Chicago,IL,60606,United States,312-634-4729,      ,,Y
2012,4463,RTD LLC,11237 S. Talman,,Chicago,IL,60655,United States,312-735-2434,             ,,Y
2012,5581,RTT Mobile Interpretation,1107 Hazeltine Blvd,,Chaska,MN,55318,United States,952-479-6188,,07/27/2012,Y
2014,8581,Rush Street Gaming LLC,900 N Michigan Ave,Ste. 900,Chicago,IL,60611,United States,312-915-1001,312-915-1037,06/10/2013,Y
2013,7102,Rush Street Gaming LLC,900 N Michigan Ave,Ste. 1900,Chicago,IL,60611,United States,312-915-1001,312-915-1037,01/09/2013,Y
2013,8581,Rush Street Gaming LLC,900 N Michigan Ave,Ste. 900,Chicago,IL,60611,United States,312-915-1001,312-915-1037,06/10/2013,Y
2015,10280,"Rush Street Gaming, LLC","900 N. Michigan Ave., Suite 900",,Chicago,IL,60611,United States,(312) 915-1001,(312) 915-1037,01/17/2014,Y
2014,10280,"Rush Street Gaming, LLC","900 N. Michigan Ave., Suite 900",,Chicago,IL,60611,United States,(312) 915-1001,(312) 915-1037,01/17/2014,Y
2012,4120,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7020,312-942-6561      ,,Y
2012,4366,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7020,312-942-6561      ,,Y
2012,4584,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7020,312-942-6561      ,,Y
2012,4626,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7091,312-942-2055      ,,Y
2011,4120,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7020,312-942-6561      ,,Y
2011,4366,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7020,312-942-6561      ,,Y
2011,4626,Rush University Medical Center,"1725 W. Harrison St., Ste. 364",,Chicago,IL,60612,United States,312-942-7091,312-942-2055      ,,Y
2015,12681,"S4 Group, LLC",8707 Skokie Boulevard,,Skokie,IL,60077,United States,(847) 603-3062,,06/09/2015,Y
2015,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2014,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2013,7547,Saab Sensis Corporation,85 Collamer Crossing,,East Syracuse,NY,13031,United States,315-445-0550,315-446-2209,01/21/2013,Y
2012,4685,Safer Foundation,571 W. Jackson,,Chicago,IL,60661,United States,312-726-7531,312-726-1591       ,,Y
2011,4685,Safer Foundation,571 W. Jackson,,Chicago,IL,60661,United States,312-726-7531,312-726-1591       ,,Y
2015,12861,Salesforce,"c/o 2350 Kerner Blvd., Ste. 250",,San Rafael,CA,94901,United States,4153896800,4153886874,07/01/2015,Y
,12841,"Salesforce.com, Inc.","c/o 2350 Kerner Blvd., Ste. 250",,San Rafael,CA,94901,United States,4153896800,4153886874,06/30/2015,Y
2013,4249,Samco Enterprises,155 W kinzie,,Chicago,IL,60654,United States,773-348-8899,773-926-6572  ,,Y
2012,4249,Samco Enterprises,155 W kinzie,,Chicago,IL,60654,United States,773-348-8899,773-926-6572  ,,Y
2011,4249,Samco Enterprises,155 W kinzie,,Chicago,IL,60654,United States,773-348-8899,773-926-6572  ,,Y
2015,4313,"Samuel A. Ramirez & Co., Inc.","120 N. LaSalle St., Ste. 1110",,Chicago,IL,60602,United States,312-630-2002,312-630-2005      ,,Y
2014,4313,"Samuel A. Ramirez & Co., Inc.","120 N. LaSalle St., Ste. 1110",,Chicago,IL,60602,United States,312-630-2002,312-630-2005      ,,Y
2013,4313,"Samuel A. Ramirez & Co., Inc.","120 N. LaSalle St., Ste. 1110",,Chicago,IL,60602,United States,312-630-2002,312-630-2005      ,,Y
2012,4313,"Samuel A. Ramirez & Co., Inc.","120 N. LaSalle St., Ste. 1110",,Chicago,IL,60602,United States,312-630-2002,312-630-2005      ,,Y
2011,4313,"Samuel A. Ramirez & Co., Inc.","120 N. LaSalle St., Ste. 1110",,Chicago,IL,60602,United States,312-630-2002,312-630-2005      ,,Y
,7922,Sanford Leavitt,box 35606,,Las Vegas,NV,89133,United States,8473667200,509-691-6166,02/25/2013,Y
2015,12042,Sarah Sheehan,9848 S Damen Ave,,Chicago,IL,60643,United States,7733155163,312-755-9022,01/01/2015,Y
2015,13441,Sarah Sheehan,9848 S Damen Ave,,Chicago,IL,60643,United States,7733155163,,11/19/2015,Y
2015,13442,Sarah Sheehan,9848 S Damen Ave,,Chicago,IL,60643,United States,7733155163,312-755-9022,11/19/2015,Y
2014,12076,Sarah Sheehan,"500 N. Dearborn St., Ste. 1030",,Chicago,IL,60654,United States,312-755-9000,312-755-9022,01/15/2015,Y
2014,11641,sarah  sheehan ,9848 S DAMEN AVE,,Chicago ,IL,60643 ,United States,7733155163,,10/08/2014,Y
,11622,sarah  sheehan ,9848 S DAMEN AVE,,Chicago,IL,60643,United States,7733155163,,09/18/2014,Y
2013,4139,SAS Institute Inc,100 SAS Campus Dr.,,Cary,NC,27513,United States,919-531-5865,919-677-4444     ,,Y
2012,4139,SAS Institute Inc,100 SAS Campus Dr.,,Cary,NC,27513,United States,919-531-5865,919-677-4444     ,,Y
2011,4139,SAS Institute Inc,100 SAS Campus Dr.,,Cary,NC,27513,United States,919-531-5865,919-677-4444     ,,Y
2014,9941,SAS Institute Inc.,100 SAS Campus Dr.,,Cary,NC,27513,United States,919-531-5865,919-677-4444     ,01/03/2014,Y
2012,4335,Satellite Broadcasting & Communications Assoc.," 1100 17th St., NW, Ste 1150",,Washington,DC,20036,United States,202-349-3640,202-349-3621  ,,Y
2015,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2014,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2014,4542,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2013,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2013,4542,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2012,4218,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2012,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2012,4542,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2011,4218,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2011,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2011,4542,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262        ,,Y
2015,11781,Schain Banks Kenny & Schwartz,"70 W Madison Street, Suite 5300",,Chicago,IL,60602,United States,312.345.5700,,11/10/2014,Y
2014,11781,Schain Banks Kenny & Schwartz,"70 W Madison Street, Suite 5300",,Chicago,IL,60602,United States,312.345.5700,,11/10/2014,Y
2014,10922,"Schain, Banks, Kenny & Schwartz, Ltd.",70 W. Madison Street,Suite 5300,Chicago ,IL,60602,United States,312.345.5700,,04/01/2014,Y
2014,10923,"Schain, Banks, Kenny & Schwartz, Ltd.","70 W. Madison, Ste. 5300",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,04/01/2014,Y
2014,10924,"Schain, Banks, Kenny & Schwartz, Ltd.","70 W Madison Street, Suite 5300",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,04/01/2014,Y
2014,10926,"Schain, Banks, Kenny & Schwartz, Ltd.","70 W Madison Street, Suite 5300",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,04/01/2014,Y
2014,10927,"Schain, Banks, Kenny & Schwartz, Ltd.","70 W Madison Street, Suite 5300",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,04/01/2014,Y
2014,10921,"Schain, Banks, Kenny & Schwartz, Ltd.  ","70 W Madison Street, Suite 5300",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,04/01/2014,Y
2014,10925,"Schain, Banks, Kenny & Schwartz, Ltd.  ","70 W Madison Street, Suite 5300",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,04/01/2014,Y
2014,10001,"Schain, Buney, Banks & Kenny, Ltd. ","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,01/06/2014,Y
2013,10001,"Schain, Buney, Banks & Kenny, Ltd. ","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,01/06/2014,Y
2013,4722,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,,Y
2012,4236,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701      ,,Y
2012,4244,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701      ,,Y
2012,4478,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701       ,,Y
2012,4569,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701        ,,Y
2012,4606,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701       ,,Y
2012,4722,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,,Y
2011,4236,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701      ,,Y
2011,4478,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701       ,,Y
2011,4569,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701        ,,Y
2011,4606,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701       ,,Y
2011,4722,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,,Y
2011,4775,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701      ,,Y
2011,4906,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701      ,,Y
2014,10191,"Schain, Burney, Banks & Kenny, Ltd.","70 W Madison Street, Suite 4500",,Chicago ,IL,60602,United States,312.345.5700,312.345.5701,01/14/2014,Y
2014,9081,"Schain, Burney, Banks & Kenny, Ltd. ",70 W. Madison Street,Suite 4500,Chicago ,IL,60602,United States,312.345.5700,,08/01/2013,Y
2013,9081,"Schain, Burney, Banks & Kenny, Ltd. ",70 W. Madison Street,Suite 4500,Chicago ,IL,60602,United States,312.345.5700,,08/01/2013,Y
2013,4607,"Schain Burney Ross & Citron, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,,Y
2012,4195,"Schain Burney Ross & Citron, Ltd","222 N. LaSalle St., #1910",,Chicago,IL,60602,United States,312-332-0200,312-332-4515  ,,Y
2012,4607,"Schain Burney Ross & Citron, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701  ,,Y
2013,7829,"Schuyler, Roche & Crisham PC",130 E Randolph St,Ste 3800,Chicago,IL,60601,United States,312-565-2400,312-565-8300,02/07/2013,Y
2015,12111,"Schuyler, Roche & Crisham, P.C.",180 N Stetson,Ste. 3700,Chicago,IL,60601,United States,312-565-8402,312 565 8300,01/23/2015,Y
2014,10482,"Schuyler, Roche & Crisham, P.C.",180 N Stetson,,Chicago,IL,60601,United States,312-565-8439,312 565 8300,01/30/2014,Y
2014,10501,"Schuyler, Roche & Crisham, P.C.",180 N Stetson,,Chicago,IL,60601,United States,312-565-8402,312 565 8300,01/31/2014,Y
2013,7555,"Schuyler, Roche & Crisham, P.C.",130 East Randolph,Suite 3800,Chicago,IL,60601,United States,312 565 2400,312 565 8300,01/21/2013,Y
2012,4289,"Scofes & Associates Conculting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-255     ,,Y
2012,4536,"Scofes & Associates Conculting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-255        ,,Y
2011,4289,"Scofes & Associates Conculting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-255     ,,Y
2011,4536,"Scofes & Associates Conculting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-255        ,,Y
2015,7401,"Scofes & Associates Consulting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-2550,01/16/2013,Y
2014,7401,"Scofes & Associates Consulting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-2550,01/16/2013,Y
2013,7401,"Scofes & Associates Consulting, Inc",535 N. Capitol Ave,,Lansing,MI,48933,United States,517-485-5536, 517-485-2550,01/16/2013,Y
2011,4796,Scott Balice Strategies,"20 N. Wacker, #2200",,Chicago,IL,60606,United States,312-263-7900,         ,,Y
2011,4907,Scott Balice Strategies,20 N. Wacker #2200,,Chicago,IL,60606,United States,312-263-7900,         ,,Y
2012,5541,Sears Holding Corp.,3333 Beverly Rd,,Hoffman Estates,IL,60179,United States,847-286-2400,,07/24/2012,Y
2015,10187,Sears Holdings Corp.,3333 Beverly Rd.,B6-338A,Hoffman Estates,IL,60179,United States,8472861535,,01/14/2014,Y
2014,10187,Sears Holdings Corp.,3333 Beverly Rd.,B6-338A,Hoffman Estates,IL,60179,United States,8472861535,,01/14/2014,Y
2013,7554,Sears Holdings Corporation,"3333 Beverly Rd, B6-347B",,Hoffman Estates,IL,60109,United States,847-436-3374,,01/21/2013,Y
2013,4378,Sedgwick Properties Development Corp,"1525 W. Homer St., Ste. 401",,Chicago,IL,60601,United States,773-278-4237,773-278-4247        ,,Y
2012,4378,Sedgwick Properties Development Corp,"1525 W. Homer St., Ste. 401",,Chicago,IL,60601,United States,773-278-4237,773-278-4247        ,,Y
2011,4127,Sedgwick Properties Development Corp,"1525 W. Homer St., Ste. 401",,Chicago,IL,60601,United States,773-278-4237,773-278-4247        ,,Y
2011,4378,Sedgwick Properties Development Corp,"1525 W. Homer St., Ste. 401",,Chicago,IL,60601,United States,773-278-4237,773-278-4247        ,,Y
2015,7262,SEIU Health Care IL/IN,2229 S. Halsted,,Chicago,IL,60608,United States,312-980-9001,312-784-3187,01/14/2013,Y
2014,7262,SEIU Health Care IL/IN,2229 S. Halsted,,Chicago,IL,60608,United States,312-980-9001,312-784-3187,01/14/2013,Y
2013,7262,SEIU Health Care IL/IN,2229 S. Halsted,,Chicago,IL,60608,United States,312-980-9001,312-784-3187,01/14/2013,Y
2012,4105,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077      ,,Y
2012,4128,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
2012,4284,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077      ,,Y
2012,4379,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
2012,4524,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-0773        ,,Y
2012,4681,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
2011,4105,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077      ,,Y
2011,4128,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
2011,4284,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077      ,,Y
2011,4379,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
2011,4524,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-0773        ,,Y
2011,4681,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000, 312-641-077        ,,Y
,12070,SEIU Health Care IL/IN,2229 S Halsted St,,Chicago,IL,60608,United States,312-980-9000,312-784-3187,01/14/2015,Y
2014,6983,SEIU Healthcare Illinois,2229 S Halsted St,,Chicago,IL,60608,United States,3129809000,3127843187,01/07/2013,Y
2013,6983,SEIU Healthcare Illinois,2229 S Halsted St,,Chicago,IL,60608,United States,3129809000,3127843187,01/07/2013,Y
,10003,SEIU Healthcare Illinois,2229 S. Halsted St.,,Chicago,IL,60608,United States,3129809000,3129398256,01/06/2014,Y
2015,4741,SEIU Illinois Council,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8790,312-233-8837      ,,Y
2014,4741,SEIU Illinois Council,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8790,312-233-8837      ,,Y
2013,4350,SEIU Illinois Council,"111 E. Wacker Dr., Ste. 2500",,Chicago,IL,60601,United States,312-233-8785,312-233-8837      ,,Y
2012,4350,SEIU Illinois Council,"111 E. Wacker Dr., Ste. 2500",,Chicago,IL,60601,United States,312-233-8785,312-233-8837      ,,Y
2011,4350,SEIU Illinois Council,"111 E. Wacker Dr., Ste. 2500",,Chicago,IL,60601,United States,312-233-8785,312-233-8837      ,,Y
2011,4741,SEIU Illinois Council,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8790,312-233-8837      ,,Y
2015,4104,SEIU Local 1,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8791,312-233-8837  ,,Y
2015,12061,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8767,      ,01/09/2015,Y
2014,4104,SEIU Local 1,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8791,312-233-8837  ,,Y
2014,4714,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8707,      ,,Y
2013,4104,SEIU Local 1,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8791,312-233-8837  ,,Y
2013,4643,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-233-8880,      ,,Y
2013,4714,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8707,      ,,Y
2012,4104,SEIU Local 1,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8791,312-233-8837  ,,Y
2012,4149,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,Il,60601,United States,312-240-1000,      ,,Y
2012,4309,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-240-1600,       ,,Y
2012,4643,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-233-8880,      ,,Y
2012,4714,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8707,      ,,Y
2011,4149,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,Il,60601,United States,312-240-1000,      ,,Y
2011,4309,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-240-1600,       ,,Y
2011,4643,SEIU Local 1,111 E. Wacker 25th Flr,,Chicago,IL,60601,United States,312-233-8880,      ,,Y
2011,4714,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8707,      ,,Y
2011,4946,Selbert Perkins Design,"2 North Riverside Plaza, Ste. 1475",,Chicago,IL,60606,United States,312-876-1839,312-993-0167  ,,Y
2012,4556,Sensis Corp,85 Collamer Crossings,,East Syracuse,NY,13057,United States,315-445-0550,315-445-9401     ,,Y
2011,4556,Sensis Corp,85 Collamer Crossings,,East Syracuse,NY,13057,United States,315-445-0550,315-445-9401     ,,Y
2015,4961,Sensus North America,8601 Six Forks Rd,,Raleigh,NC,27615,United States,919-845-4000,,05/01/2012,Y
2014,4961,Sensus North America,8601 Six Forks Rd,,Raleigh,NC,27615,United States,919-845-4000,,05/01/2012,Y
2013,4961,Sensus North America,8601 Six Forks Rd,,Raleigh,NC,27615,United States,919-845-4000,,05/01/2012,Y
2012,4961,Sensus North America,8601 Six Forks Rd,,Raleigh,NC,27615,United States,919-845-4000,,05/01/2012,Y
2015,10368,"Sensys Networks, Inc.",1608 4th Street Suite 200,,Berkeley,CA,94710,United States,510-548-4620,510-548-8264,01/20/2014,Y
2014,10368,"Sensys Networks, Inc.",1608 4th Street Suite 200,,Berkeley,CA,94710,United States,510-548-4620,510-548-8264,01/20/2014,Y
2013,5501,"Sensys Networks, Inc.",1608 4th Street Suite 200,,Berkeley,CA,94710,United States,510-548-4620,510-549-9931,07/10/2012,Y
2012,5501,"Sensys Networks, Inc.",1608 4th Street Suite 200,,Berkeley,CA,94710,United States,510-548-4620,510-549-9931,07/10/2012,Y
2015,7561,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60654,United States,312-943-1955,312-943-8397        ,01/22/2013,Y
2014,7561,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60654,United States,312-943-1955,312-943-8397        ,01/22/2013,Y
2013,4684,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
2013,7561,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60654,United States,312-943-1955,312-943-8397        ,01/22/2013,Y
2012,4181,"Serafin & Associates, Inc.",409 W. Huron,,Chicago,IL,60610,United States,312-943-1955,312-943-8397      ,,Y
2012,4232,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
2012,4684,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
2012,4728,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
2011,4181,"Serafin & Associates, Inc.",409 W. Huron,,Chicago,IL,60610,United States,312-943-1955,312-943-8397      ,,Y
2011,4232,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
2011,4684,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397        ,,Y
,12113,"Serafin & Associates, Inc.","409 W. Huron, #600",,Chicago,IL,60654,United States,(312) 943-1955,(312) 943-8397,01/26/2015,Y
,12074,Shedd Aquarium,1200 S. Lake Shore Drive,,chicago,IL,60610,United States,7739194240,,01/14/2015,Y
2013,7101,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-527-4000,312-527-4011     ,01/09/2013,Y
2013,7181,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-527-4000,312-527-4011,01/10/2013,Y
2013,7341,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-527-4000,312-527-4011    ,01/15/2013,Y
2012,4446,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794        ,,Y
2012,4525,Shefsky & Froelich Ltd.,"111 E. Wacker Dr., Ste. 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794,,Y
2012,4614,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794,,Y
2012,4696,Shefsky & Froelich Ltd.,"111 E. Wacker Dr., Ste. 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794      ,,Y
2012,4697,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794     ,,Y
2012,5702,Shefsky & Froelich Ltd.,"111 E. Wacker Drive,", Suite 2800,Chicago,IL,60601,United States,312-836-4000,312-527-4011,08/10/2012,Y
2012,5821,Shefsky & Froelich Ltd.,111 E. Wacker Drive,Suite 2800,Chicago,IL,60601,United States,312-527-4000,312-527-4011,08/28/2012,Y
2011,4446,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794        ,,Y
2011,4525,Shefsky & Froelich Ltd.,"111 E. Wacker Dr., Ste. 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794,,Y
2011,4614,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794,,Y
2011,4696,Shefsky & Froelich Ltd.,"111 E. Wacker Dr., Ste. 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794      ,,Y
2011,4697,Shefsky & Froelich Ltd.,"111 E. Wacker Drive, Suite 2800",,Chicago,IL,60601,United States,312-836-4024,312-527-1794     ,,Y
