Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2012,11904,5042,15643,,William,F,Smith,,Cornerstone Government Affairs,Cynergy Services
2012,6071,4660,12981,Ms,Nelsie,L,Smith,,"PayLock IPT, LLC","PayLock IPT, LLC"
2012,7102,4589,12836,Mr,Bradley,A,Smith,,"Neal & Leroy, LLC",Chatham Central LP
2012,6000,4589,12836,Mr,Bradley,A,Smith,,"Neal & Leroy, LLC",Chatham Central LP
2012,5744,4328,12233,Mr,Michael,,Smale,,Incapital LLC,Incapital LLC
2012,9282,4328,12233,Mr,Michael,,Smale,,Incapital LLC,Incapital LLC
2012,9861,6563,11645,Mr.,Lars,,Skugstad,,Foster Interstate Media,"Interstate Outdoor Advertising, LP"
2012,9914,6602,15892,Mr.,Lars,,Skugstad,,"Foster Interstate Media,Inc.","Interstate JCDecaux, LLC"
2012,11355,6602,15892,Mr.,Lars,,Skugstad,,"Foster Interstate Media,Inc.","Interstate JCDecaux, LLC"
2012,11364,6602,15892,Mr.,Lars,,Skugstad,,"Foster Interstate Media,Inc.","Interstate JCDecaux, LLC"
2012,9065,5722,14941,Mr.,Jason,,Simmons,,Xerox Corporation,Xerox Corporation
2012,5808,4393,12434,Mr,Peter,N,Silvestri,,Peter Silvestri,Wright Advertising
2012,9602,4393,12434,,Peter,N,Silvestri,,Peter Silvestri,Wright Advertising
2012,8203,4813,14962,Mr.,Richard,,Silverman,,Sidley Austin,"Deutsche Bank Securities, Inc"
2012,11190,6608,15909,Mr.,Warren,E,Silver,,Silver Law Office,"Sullivan, Sarah"
2012,9945,6608,15909,Mr.,Warren,E,Silver,,Silver Law Office,"Sullivan, Sarah"
2012,11188,6608,15909,Mr.,Warren,E,Silver,,Silver Law Office,"Sullivan, Sarah"
2012,11190,6608,16843,Mr.,Warren,E,Silver,,Silver Law Office,Sonco Real Estate LLC
2012,11190,6608,16844,Mr.,Warren,E,Silver,,Silver Law Office,Lambeth Manor I LLC
2012,6088,4677,13038,Ms,Susan,M,Sikes,,Susan Sikes,PCC Community Wellness Center
2012,6088,4677,13039,Ms,Susan,M,Sikes,,Susan Sikes,Andrea A Raila & Associates
2012,5594,4179,11784,Mr,Daniel,L,Shomon,Jr.,"Dan Shomon, Inc",Electric Knowledge Interchange
2012,8482,4179,11784,Mr,Daniel,L,Shomon,Jr.,"Dan Shomon, Inc",Electric Knowledge Interchange
2012,9958,5301,15934,Ms.,Helen,,Shiller,,Helen Shiller,"Sonia Beauty Salon, Inc."
2012,9956,5301,15934,Ms.,Helen,,Shiller,,Helen Shiller,"Sonia Beauty Salon, Inc."
2012,9959,5301,15934,Ms.,Helen,,Shiller,,Helen Shiller,"Sonia Beauty Salon, Inc."
2012,7282,5301,14443,Ms.,Helen,,Shiller,,Helen Shiller,Pooh-Bah Enterprises Inc
2012,9958,5301,14443,Ms.,Helen,,Shiller,,Helen Shiller,Pooh-Bah Enterprises Inc
2012,9103,5301,14443,Ms.,Helen,,Shiller,,Helen Shiller,Pooh-Bah Enterprises Inc
2012,9956,5301,14443,Ms.,Helen,,Shiller,,Helen Shiller,Pooh-Bah Enterprises Inc
2012,9936,6041,15361,Mr.,Brendan,,Shiller,,Lakeview Strategy Group,Pooh Bah Entertainment
2012,8961,6041,15361,Mr.,Brendan,,Shiller,,Lakeview Strategy Group,Pooh Bah Entertainment
2012,5528,4113,11663,Mr,Stratford,,Shields,,"Morgan Stanley & Co., Inc.",Morgan Stanley 
2012,9742,6441,15803,,Stratford,,Shields,,Morgan Stanley & Co. LLC,Morgan Stanley  & Co. LLC
2012,5664,4248,12078,Mr,Edward ,G,Shenoo,,Edward Shenoo,Zespy Properties of Chicago LLC
2012,9626,5063,11649,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Symantec Corp
2012,9626,5063,11656,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Intermedix Corp
2012,5591,4176,11781,Ms,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Illinois Governmental Consulting Group LLC
2012,8585,5063,11781,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Illinois Governmental Consulting Group LLC
2012,6999,5063,11781,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Illinois Governmental Consulting Group LLC
2012,9626,5063,11648,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",HP (Hewlett Packard)
2012,8585,5063,15141,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC",Cognizant Technology Solutions
2012,9626,5063,11655,,Sarah,,Sheehan,,"Illinois Governmental Consulting Group, LLC","CGI Technologies & Solutions, Inc"
2012,5550,4135,11715,Ms,Courtney,C,Shea,,Acacia Financial Group Inc,Acacia Financial
2012,10729,4135,11715,Ms,Courtney,C,Shea,,Acacia Financial Group Inc,Acacia Financial
2012,7103,4106,11613,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",St Luke Church of God in Christ
2012,5521,4106,11613,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",St Luke Church of God in Christ
2012,10069,4106,11613,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",St Luke Church of God in Christ
2012,7103,4106,11611,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC","River Bend Real Estate Investments, LLC"
2012,10069,4106,11611,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC","River Bend Real Estate Investments, LLC"
2012,5521,4106,11611,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC","River Bend Real Estate Investments, LLC"
2012,7103,4106,11609,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Public Building Commission of Chicago
2012,10069,4106,11609,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Public Building Commission of Chicago
2012,5521,4106,11609,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Public Building Commission of Chicago
2012,5521,4106,11614,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Northwestern Memorial Hospital
2012,10069,4106,11614,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Northwestern Memorial Hospital
2012,7103,4106,11614,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Northwestern Memorial Hospital
2012,5521,4106,11612,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",New Life Covenant Oakwood Church
2012,10069,4106,11612,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",New Life Covenant Oakwood Church
2012,7103,4106,11612,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",New Life Covenant Oakwood Church
2012,5521,4106,11608,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Metropolitan Pier and Exposition Authority
2012,10069,4106,11608,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Metropolitan Pier and Exposition Authority
2012,7103,4106,11608,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Metropolitan Pier and Exposition Authority
2012,5521,4106,11610,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Chicago Board of Education
2012,7103,4106,11610,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Chicago Board of Education
2012,10069,4106,11610,Mr,Amal,,Shaqildi,,"Neal & Leroy, LLC",Chicago Board of Education
2012,5555,4140,11720,Mr,Allan ,M,Shapiro,,"Ross & Baruzzini, Inc",Ross & Baruzzini Inc
2012,5681,4265,12099,Ms,Suzanne ,,Shank,,"Siebert Brandford Shank & Co, LLC","Siebert Brandford Shank & Co, LLC"
2012,9281,4265,12099,Ms,Suzanne ,,Shank,,"Siebert Brandford Shank & Co, LLC","Siebert Brandford Shank & Co, LLC"
2012,5733,4317,12206,Mr,Michael,L,Shakman,,Miller Shakman & Beem LLP,Millennium Park Joint Venture LLC c%2fo Park Grill Food Services
2012,9280,4317,12206,Mr,Michael,L,Shakman,,Miller Shakman & Beem LLP,Millennium Park Joint Venture LLC c%2fo Park Grill Food Services
2012,9821,4188,11828,Mr.,Paul,W,Shadle,,DLA Piper US LLP,University of Chicago
2012,8808,4188,11828,Mr,Paul,W,Shadle,,DLA Piper US LLP,University of Chicago
2012,5603,4188,11828,Mr,Paul,W,Shadle,,DLA Piper US LLP,University of Chicago
2012,9451,4188,11828,Mr.,Paul,W,Shadle,,DLA Piper US LLP,University of Chicago
2012,9822,4188,11828,Mr.,Paul,W,Shadle,,DLA Piper US LLP,University of Chicago
2012,8808,4188,11827,Mr,Paul,W,Shadle,,DLA Piper US LLP,Theus Property Holding
2012,9821,4188,11827,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Theus Property Holding
2012,9822,4188,11827,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Theus Property Holding
2012,9451,4188,11827,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Theus Property Holding
2012,5603,4188,11827,Mr,Paul,W,Shadle,,DLA Piper US LLP,Theus Property Holding
2012,9822,4188,11826,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Sterling Bay Companies
2012,8808,4188,11826,Mr,Paul,W,Shadle,,DLA Piper US LLP,Sterling Bay Companies
2012,9821,4188,11826,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Sterling Bay Companies
2012,9451,4188,11826,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Sterling Bay Companies
2012,5603,4188,11826,Mr,Paul,W,Shadle,,DLA Piper US LLP,Sterling Bay Companies
2012,5603,4188,11835,Mr,Paul,W,Shadle,,DLA Piper US LLP,Sedgwick Properties
2012,9451,4188,11825,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Scottsdale Limited Partnership
2012,8808,4188,11825,Mr,Paul,W,Shadle,,DLA Piper US LLP,Scottsdale Limited Partnership
2012,9822,4188,11825,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Scottsdale Limited Partnership
2012,5603,4188,11825,Mr,Paul,W,Shadle,,DLA Piper US LLP,Scottsdale Limited Partnership
2012,9821,4188,11825,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Scottsdale Limited Partnership
2012,9821,4188,11840,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"RBS Americas, Citizens Financial Group"
2012,5603,4188,11840,Mr,Paul,W,Shadle,,DLA Piper US LLP,"RBS Americas, Citizens Financial Group"
2012,9451,4188,11840,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"RBS Americas, Citizens Financial Group"
2012,9822,4188,11840,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"RBS Americas, Citizens Financial Group"
2012,8808,4188,11840,Mr,Paul,W,Shadle,,DLA Piper US LLP,"RBS Americas, Citizens Financial Group"
2012,8808,4188,11843,Mr,Paul,W,Shadle,,DLA Piper US LLP,"Ravenswood Station, LLC"
2012,9822,4188,11843,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Ravenswood Station, LLC"
2012,5603,4188,11843,Mr,Paul,W,Shadle,,DLA Piper US LLP,"Ravenswood Station, LLC"
2012,9821,4188,11843,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Ravenswood Station, LLC"
2012,9451,4188,11843,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Ravenswood Station, LLC"
2012,5603,4188,11830,Mr,Paul,W,Shadle,,DLA Piper US LLP,Prime Group Realty Trust
2012,9821,4188,11830,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Prime Group Realty Trust
2012,9451,4188,11830,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Prime Group Realty Trust
2012,8808,4188,11830,Mr,Paul,W,Shadle,,DLA Piper US LLP,Prime Group Realty Trust
2012,9822,4188,11830,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Prime Group Realty Trust
2012,5603,4188,11829,Mr,Paul,W,Shadle,,DLA Piper US LLP,"Podmajerskey, Inc."
2012,9821,4188,11829,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Podmajerskey, Inc."
2012,9822,4188,11829,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Podmajerskey, Inc."
2012,9451,4188,11829,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"Podmajerskey, Inc."
2012,8808,4188,11829,Mr,Paul,W,Shadle,,DLA Piper US LLP,"Podmajerskey, Inc."
2012,9822,4188,11832,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Mesirow Financial
2012,8808,4188,11832,Mr,Paul,W,Shadle,,DLA Piper US LLP,Mesirow Financial
2012,9451,4188,11832,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Mesirow Financial
2012,9821,4188,11832,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Mesirow Financial
2012,5603,4188,11832,Mr,Paul,W,Shadle,,DLA Piper US LLP,Mesirow Financial
2012,8808,4188,11831,Mr,Paul,W,Shadle,,DLA Piper US LLP,JDL Development Co.
2012,5603,4188,11831,Mr,Paul,W,Shadle,,DLA Piper US LLP,JDL Development Co.
2012,9821,4188,11831,Mr.,Paul,W,Shadle,,DLA Piper US LLP,JDL Development Co.
2012,9822,4188,11831,Mr.,Paul,W,Shadle,,DLA Piper US LLP,JDL Development Co.
2012,9451,4188,11831,Mr.,Paul,W,Shadle,,DLA Piper US LLP,JDL Development Co.
2012,9822,4188,11839,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC
2012,9451,4188,11839,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC
2012,9821,4188,11839,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC
2012,8808,4188,11839,Mr,Paul,W,Shadle,,DLA Piper US LLP,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC
2012,5603,4188,11839,Mr,Paul,W,Shadle,,DLA Piper US LLP,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC
2012,9821,4188,11834,Mr.,Paul,W,Shadle,,DLA Piper US LLP,DV Urban Realty Partners LP
2012,9822,4188,11834,Mr.,Paul,W,Shadle,,DLA Piper US LLP,DV Urban Realty Partners LP
2012,9451,4188,11834,Mr.,Paul,W,Shadle,,DLA Piper US LLP,DV Urban Realty Partners LP
2012,8808,4188,11834,Mr,Paul,W,Shadle,,DLA Piper US LLP,DV Urban Realty Partners LP
2012,5603,4188,11834,Mr,Paul,W,Shadle,,DLA Piper US LLP,DV Urban Realty Partners LP
2012,8808,4188,11838,Mr,Paul,W,Shadle,,DLA Piper US LLP,DAGS Desplaines LLC c%2fo Mesirow Financial
2012,9821,4188,11838,Mr.,Paul,W,Shadle,,DLA Piper US LLP,DAGS Desplaines LLC c%2fo Mesirow Financial
2012,5603,4188,11838,Mr,Paul,W,Shadle,,DLA Piper US LLP,DAGS Desplaines LLC c%2fo Mesirow Financial
2012,9451,4188,11838,Mr.,Paul,W,Shadle,,DLA Piper US LLP,DAGS Desplaines LLC c%2fo Mesirow Financial
2012,5603,4188,11824,Mr,Paul,W,Shadle,,DLA Piper US LLP,Costco Wholesale
2012,9822,4188,11836,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Lakeside Development LLC
2012,8808,4188,11836,Mr,Paul,W,Shadle,,DLA Piper US LLP,Chicago Lakeside Development LLC
2012,5603,4188,11836,Mr,Paul,W,Shadle,,DLA Piper US LLP,Chicago Lakeside Development LLC
2012,9821,4188,11836,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Lakeside Development LLC
2012,9451,4188,11836,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Lakeside Development LLC
2012,8808,4188,11833,Mr,Paul,W,Shadle,,DLA Piper US LLP,Chicago Children's Museum
2012,9451,4188,11833,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Children's Museum
2012,9821,4188,11833,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Children's Museum
2012,5603,4188,11833,Mr,Paul,W,Shadle,,DLA Piper US LLP,Chicago Children's Museum
2012,9822,4188,11833,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Chicago Children's Museum
2012,5603,4188,11837,Mr,Paul,W,Shadle,,DLA Piper US LLP,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals"
2012,9822,4188,11837,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals"
2012,8808,4188,11837,Mr,Paul,W,Shadle,,DLA Piper US LLP,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals"
2012,9821,4188,11837,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals"
2012,9451,4188,11837,Mr.,Paul,W,Shadle,,DLA Piper US LLP,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals"
2012,5603,4188,11842,Mr,Paul,W,Shadle,,DLA Piper US LLP,Barrett & Porto
2012,9821,4188,11842,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Barrett & Porto
2012,8808,4188,11842,Mr,Paul,W,Shadle,,DLA Piper US LLP,Barrett & Porto
2012,9451,4188,11842,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Barrett & Porto
2012,9822,4188,11842,Mr.,Paul,W,Shadle,,DLA Piper US LLP,Barrett & Porto
2012,5603,4188,11841,Mr,Paul,W,Shadle,,DLA Piper US LLP,"659 WRC Chicago, LLC"
2012,5512,4097,11573,Mr,Dennis,E,Sexton,,Chicago Regional Council of Carpenters,Chicago Regional Council of Carpenters
2012,5954,4541,12752,Ms,Jennifer,,Severs,,"ALL-CIRCO, Inc.",Office Depot
2012,6059,4648,12961,Mr,Anirudh,,Seth,,"KeyBanc Capital Markets, Inc","KeyBanc Capital Markets, Inc"
2012,7882,4648,12961,Mr,Anirudh,,Seth,,"KeyBanc Capital Markets, Inc","KeyBanc Capital Markets, Inc"
2012,5596,4181,11786,Mr,Thom,M,Serafin,,"Serafin & Associates, Inc.","Wal-Mart Stores, Inc."
2012,5577,4162,11749,Mr,John,L,Senica,Esq,"Miller, Canfield, Paddock and Stone PLC",Dynamic Marketing Inc
2012,5577,4162,11750,Mr,John,L,Senica,Esq,"Miller, Canfield, Paddock and Stone PLC",CanPharm Benefits Ltd
2012,6013,4602,12853,Ms,Audrey,E,Selin,,"Neal, Gerber & Eisenberg, LLP","Neal, Gerber & Eisenberg, LLP"
2012,5675,4259,12093,Mr,Phoebe,S,Selden,,Acacia Financial Group Inc,Acacia Financial
2012,5546,4131,11698,Mr,Milton,R,Sees,,Milton Sees,"Delta Engineering, Inc."
2012,5962,4549,12764,Mr,Jeffrey,,Scruggs,,"Goldman, Sachs & Co.","Goldman, Sachs & Co"
2012,9644,4549,12764,,Jeffrey,,Scruggs,,"Goldman, Sachs & Co.","Goldman, Sachs & Co"
2012,9401,6241,12348,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,United Airlines
2012,7521,4674,13012,Mr,Andrew,P,Scott,,Dykema Gossett PLC,United Airlines
2012,6085,4674,13012,Mr,Andrew,P,Scott,,Dykema Gossett PLC,United Airlines
2012,9401,6241,12638,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,Tawani Enterprises Inc
2012,7521,4674,13015,Mr,Andrew,P,Scott,,Dykema Gossett PLC,Tawani Enterprises Inc
2012,6085,4674,13015,Mr,Andrew,P,Scott,,Dykema Gossett PLC,Tawani Enterprises Inc
2012,9401,6241,15621,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,"Smart Hotels / Olympia Chicago, LLC"
2012,6085,4674,13014,Mr,Andrew,P,Scott,,Dykema Gossett PLC,Smart Hotels LLC
2012,7521,4674,13014,Mr,Andrew,P,Scott,,Dykema Gossett PLC,Smart Hotels LLC
2012,6085,4674,13013,Mr,Andrew,P,Scott,,Dykema Gossett PLC,"Next Realty, LLC"
2012,9401,6241,15622,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,"Next Realty, LLC"
2012,7521,4674,13013,Mr,Andrew,P,Scott,,Dykema Gossett PLC,"Next Realty, LLC"
2012,7521,4674,14641,Mr,Andrew,P,Scott,,Dykema Gossett PLC,Harrington Brown LLC
2012,9401,6241,14641,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,Harrington Brown LLC
2012,9401,6241,13011,Mr.,Andrew,P,Scott,,Dykema Gossett PLC,CenterPoint Properties Trust
2012,7521,4674,13011,Mr,Andrew,P,Scott,,Dykema Gossett PLC,CenterPoint Properties Trust
2012,6085,4674,13011,Mr,Andrew,P,Scott,,Dykema Gossett PLC,CenterPoint Properties Trust
2012,9591,4289,15721,Mr,Stephen,G,Scofes,,"Scofes & Associates Conculting, Inc",Genesys (fka Alcatel-Lucent
2012,9591,4289,12157,Mr,Stephen,G,Scofes,,"Scofes & Associates Conculting, Inc",Douglas J Schools%2f Institutes
2012,5705,4289,12157,Mr,Stephen,G,Scofes,,"Scofes & Associates Conculting, Inc",Douglas J Schools%2f Institutes
2012,5705,4289,12158,Mr,Stephen,G,Scofes,,"Scofes & Associates Conculting, Inc",Alcatel-Lucent
2012,6107,4696,13075,Mr,John,C,Sciaccotta,Esq,Shefsky & Froelich Ltd.,Toyoka Inn Co.
2012,9308,4696,13075,Mr.,John,C,Sciaccotta,Esq,Shefsky & Froelich Ltd.,Toyoka Inn Co.
2012,9121,6121,15521,Mr.,Gene,C,Schulter,,"Gene Schulter Group, Inc",EMC Corporation
2012,9586,4476,12600,Mr,Charles,A,Schrock,,Integrys Energy Group Inc,"Integrys Energy Group, Inc"
2012,5890,4476,12600,Mr,Charles,A,Schrock,,Integrys Energy Group Inc,"Integrys Energy Group, Inc"
2012,6147,4735,13151,Mr,James,F,Schott,,Integrys Energy Group Inc,"Integrys Energy Group, Inc"
2012,9587,4735,13151,Mr,James,F,Schott,,Integrys Energy Group Inc,"Integrys Energy Group, Inc"
2012,9889,5801,11549,,Gary,,Schneider,,"Citibank, N.A.","Citibank, NA"
2012,5609,4194,11856,Ms,Emily,R,Schey,,Freeborn & Peters LLP,Prism Development Company
2012,5609,4194,11855,Ms,Emily,R,Schey,,Freeborn & Peters LLP,"Draper & Kramer, Inc"
2012,8225,4478,12606,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",WhirlyBall
2012,5892,4478,12606,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",WhirlyBall
2012,9910,4478,12606,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",WhirlyBall
2012,7748,4478,12606,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",WhirlyBall
2012,7832,4478,12606,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",WhirlyBall
2012,9910,4478,15887,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Triple Net Lease
2012,9910,4478,15886,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd","SomerCor 504, Inc"
2012,7748,4478,12604,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rosemoor Hotel Properties LLC
2012,7832,4478,12604,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rosemoor Hotel Properties LLC
2012,5892,4478,12604,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rosemoor Hotel Properties LLC
2012,9910,4478,12604,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rosemoor Hotel Properties LLC
2012,8225,4478,12604,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rosemoor Hotel Properties LLC
2012,9910,4478,13318,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Rass Hospitality
2012,9910,4478,12603,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",LV Station LLC
2012,7832,4478,12603,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",LV Station LLC
2012,5892,4478,12603,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",LV Station LLC
2012,8225,4478,12603,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",LV Station LLC
2012,7748,4478,12603,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",LV Station LLC
2012,5892,4478,12605,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Jackson Aberdeen Ventures LLC
2012,9910,4478,12605,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Jackson Aberdeen Ventures LLC
2012,8225,4478,12605,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Jackson Aberdeen Ventures LLC
2012,7832,4478,12605,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Jackson Aberdeen Ventures LLC
2012,7748,4478,12605,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Jackson Aberdeen Ventures LLC
2012,8225,4478,14867,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Grocery Boy LLC  
2012,9910,4478,14867,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Grocery Boy LLC  
2012,7832,4478,14867,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Grocery Boy LLC  
2012,9910,4478,14768,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CRM Properties Group LLC
2012,7748,4478,14768,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CRM Properties Group LLC
2012,7832,4478,14768,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CRM Properties Group LLC
2012,8225,4478,14768,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CRM Properties Group LLC
2012,9910,4478,15889,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",City Scan
2012,5892,4478,12602,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CBS Outdoor Display Division
2012,8225,4478,12602,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CBS Outdoor Display Division
2012,7832,4478,12602,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CBS Outdoor Display Division
2012,7748,4478,12602,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CBS Outdoor Display Division
2012,9910,4478,12602,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",CBS Outdoor Display Division
2012,8225,4478,14868,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Bridgecare LLC 
2012,7832,4478,14868,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Bridgecare LLC 
2012,9910,4478,14868,Mr,Jerome,S,Schain,,"Schain, Burney, Banks & Kenny, Ltd",Bridgecare LLC 
2012,6102,4691,13069,Mr,Larry,W,Schaedel,,McGladrey & Pullen LLP,McGladrey & Pullen LLP
2012,5889,4475,12599,Mrs,Laura,,Sawicki,,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot
2012,9106,4180,11785,,Miguel,A,Santiago,,"Miguel A. Santiago Consulting, Inc.",Kraft Foods
2012,5595,4180,11785,Mr,Miguel,A,Santiago,,"Miguel A. Santiago Consulting, Inc.",Kraft Foods
